岗位名称,工作地址,学历要求,工作经验,工作标签,企业名称,企业规模,企业福利,实习生,最低薪资,最高薪资
高级JAVA,成都,大专,5-10年,"Java,JVM,MySQL,政府",远浪,100-499人,"团建聚餐,零食下午茶,餐补,绩效奖金,交通补助,年终奖,节日福利,免费班车,有无线网,五险一金,通讯补贴,加班补助,节假日加班费,员工旅游,带薪年假",0,13000,15000
JAVA工程師,成都,本科,3-5年,"Java,Golang,SpringCloud,Spring,MySQL",本手科技,1000-9999人,"员工旅游,五险一金,通讯补贴,团建聚餐,带薪年假,绩效奖金,零食下午茶,年终奖,定期体检",0,12000,16000
.NET工程师,成都,本科,3-5年,"C#,PostgreSQL,微服务架构,分布式技术,EF",云中楼阁,0-20人,五险一金,0,10000,15000
JAVA开发工程师,成都,本科,3-5年,"不接受居家办公,Java,Python,Spring,SpringCloud",成都恒迈科技有限公司,20-99人,"工龄奖,定期体检,加班补助,意外险,节假日加班费,带薪年假,年终奖,五险一金,保底工资,法定节假日三薪,绩效奖金,13薪",0,11000,16000
JAVA开发,成都,本科,3-5年,"Java,SpringCloud,Oracle,SQL Server,MySQL",GUOE,100-499人,"员工旅游,年终奖,通讯补贴,带薪年假,餐补,交通补助,五险一金,节日福利,零食下午茶,定期体检",0,14000,18000
高级JAVA开发,成都,本科,5-10年,"Java,Spring,MySQL",广州南天,1000-9999人,"年终奖,五险一金,带薪年假,节日福利,员工旅游,定期体检",0,13000,18000
软件开发/测试,广州,本科,经验不限,"全栈开发,架构师,Java,前端开发,软件测试,软件开发",华为,10000人以上,"员工旅游,零食下午茶,加班补助,补充医疗保险,定期体检,股票期权,年终奖,餐补,节日福利,五险一金,15薪",0,13000,26000
.NET开发工程师,广州,大专,1-3年,".NET,C#,winform,WPF",亿达信息,1000-9999人,"定期体检,补充医疗保险,节日福利,加班补助,带薪年假,五险一金",0,12000,16000
软件开发工程师,广州,大专,3-5年,"C++,计算机相关专业,系统架构设计经验",艾视维,20-99人,"法定节假日三薪,员工旅游,五险一金,全勤奖,零食下午茶,免费工装,加班补助,团建聚餐,意外险,绩效奖金,年终奖,节日福利,带薪年假,15薪",0,12000,24000
JAVA工程师,广州,本科,3-5年,"后端工程师,Java,MySQL",恒生电子,10000人以上,"股票期权,带薪年假,定期体检,团建聚餐,节日福利,六险一金,通讯补贴,年终奖,补充医疗保险,员工旅游,绩效奖金,餐补,双休,交通补助",0,14000,26000
JAVA软件开发工程师,广州,本科,1年以内,"不接受居家办公,Java,Spring,SpringCloud,MyBatis",源为科技,20-99人,"年终奖,节日福利,员工旅游,零食下午茶,五险一金,带薪年假,项目奖,月度绩效奖",0,5000,6000
RPA开发工程师,广州,本科,经验不限,"Python,SQL,SQL Server,MySQL,全栈开发",数字力量,20-99人,"五险一金,餐补,交通补助,住房补贴",0,4000,8000
JAVA开发,广州,本科,3-5年,"Java,Spring,SpringCloud,Redis,微服务经验",拓维云创,1000-9999人,"定期体检,带薪年假,零食下午茶,员工旅游,团建聚餐,节日福利,五险一金",0,10000,14000
高级JAVA开发工程师,广州,本科,5-10年,"Java,Javascript",广州太普软件,100-499人,"节日福利,通讯补贴,交通补助,五险一金,全勤奖,带薪年假,零食下午茶,员工旅游,定期体检",0,10000,20000
JAVA开发工程师,广州,本科,1-3年,"Java,MyBatis,SpringCloud,MySQL,不接受居家办公",华为,10000人以上,"年终奖,餐补,零食下午茶,加班补助,定期体检,补充医疗保险,员工旅游,五险一金,节日福利,股票期权,14薪",0,12000,24000
中高级JAVA开发工程师,广州,本科,3-5年,"MySQL,Redis,Java,负载均衡技术,SpringCloud",自合模块,20-99人,"员工旅游,年终奖,餐补,五险一金,股票期权,定期体检",0,11000,20000
JAVA开发双休/年终奖/全额公积金基数,广州,本科,3-5年,"Java,Spring,不接受居家办公,Oracle,分布式经验",博彦科技,10000人以上,"带薪年假,节日福利,定期体检,免费班车,五险一金,年终奖,13薪",0,13000,18000
JAVA开发工程师-双休-不出差,广州,本科,3-5年,"后端工程师,Java,Spring,JavaScript",屹通信息科技,1000-9999人,"五险一金,年终奖,带薪年假,餐补",0,13000,16000
JAVA,广州,大专,3-5年,"Java,Spring,MySQL",拓保软件,1000-9999人,"节日福利,免费班车,定期体检,餐补,补充医疗保险,员工旅游,带薪年假,体检,团建旅游,意外险,有无线网,零食下午茶,生日福利,加班补助,全勤奖,绩效奖金,五险一金,保底工资,底薪加提成,年终奖",0,14000,15000
JAVA开发,广州,本科,3-5年,"Java,SpringCloud,MySQL",国简科技,100-499人,"保底工资,五险一金,定期体检,补充医疗保险,节日福利,团建聚餐,员工旅游,底薪加提成,绩效奖金,生日福利,通讯补贴,有无线网",0,10000,15000
03C/C++研发工程师-广州,广州,本科,经验不限,"C++,C语言",明朝万达,500-999人,"旅游奖励,内荐奖励,全新楼宇,股票期权,福利年假,带薪年假,全勤奖,学习奖励,定期体检,防疫福利,年终奖,俱乐部活动,节日福利,五险一金,生日福利,员工旅游,团建费",0,8000,9000
JAVA开发工程师,广州,本科,3-5年,"不接受居家办公,Java,Spring,MyBatis,Nginx,MySQL",上海艾融软件,1000-9999人,"五险一金,节日福利,团建聚餐,定期体检,带薪年假,加班补助,零食下午茶,生日福利",0,10000,13000
JAVA开发,广州,本科,3-5年,"Java,MongoDB,分布式系统开发经验,Java,Spring",汉克时代,1000-9999人,"节日福利,带薪年假,年终奖,生日福利,交通补助,定期体检,员工旅游,通讯补贴,团建聚餐,五险一金",0,12000,20000
JAVA-供应链,广州,大专,3-5年,"Java,Elasticsearch,Docker,Hadoop,不接受居家办公",科维思科技有限公司,100-499人,"五险一金,年终奖,带薪年假,节日福利",0,12000,16000
中高级JAVA开发工程师,广州,本科,3-5年,"Oracle,Java,SpringCloud,Dubbo,分布式经验",宇信科技集团,10000人以上,"补充医疗保险,免费班车,员工旅游,年终奖,股票期权,通讯补贴,带薪年假,餐补,节日福利,零食下午茶,交通补助,加班补助,五险一金,定期体检,13薪",0,13000,21000
中级QT/C++程序员,广州,大专,3-5年,"C++,Qt项目开发经验,C语言,计算机相关专业",安泰云驰,0-20人,"绩效奖金,员工旅游,年终奖,五险一金,餐补,住房补贴",0,11000,22000
C#后端开发,广州,大专,3-5年,"C#,C#开发经验",广州比优科技有限公司,0-20人,"员工旅游,团建聚餐,节日福利,零食下午茶,生日福利,带薪年假,13薪",0,12000,18000
JAVA开发工程师,广州,本科,在校/应届,"后端工程师,全栈工程师,Java,Redis,MySQL",广州简讯软件工作室,0-20人,"底薪加提成,住房补贴,零食下午茶,保底工资,绩效奖金",0,6000,7000
高级PHP开发工程师,昆明,本科,1-3年,"PHP,Laravel,Yii,ThinkPHP,PHP开发经验,服务端开发经验",腾亿融媒互联网,20-99人,"节日福利,交通补助,通讯补贴,零食下午茶,绩效奖金,生日福利,全勤奖,五险一金,年终奖,意外险,住房补贴",0,8000,13000
JAVA开发工程师,昆明,本科,3-5年,"Java,Spring,SpringCloud,Spark,不接受居家办公",德科信息,1000-9999人,"企业年金,股票期权,五险一金,团建聚餐,年终奖,意外险,生日福利,节日福利,带薪年假",0,10000,13000
微信开发工程师,昆明,大专,1-3年,"C#,.NET MVC,.NET开发经验,.NET,ASP.NET",小团科技,0-20人,"股票期权,保底工资,节假日加班费,定期体检,工龄奖,生日福利,全勤奖,五险一金,绩效奖金,年终奖,团建聚餐,有无线网,底薪加提成,员工旅游",0,4000,6000
前端/后端开发工程师,昆明,本科,3-5年,"Java,SpringCloud,Tomcat,Zookeeper,Spark",中再云汇,20-99人,"五险一金,定期体检,带薪年假,节日福利,包住,绩效奖金,高温补贴,有无线网,节假日加班费,餐补,法定节假日三薪,团建聚餐,底薪加提成,年终奖,工龄奖",0,9000,14000
软件开发工程师,昆明,本科,3-5年,"Java,Spring",官房电子科技有限公司,100-499人,"带薪年假,生日福利,节日福利,定期体检,五险",0,7000,12000
JAVA全栈开发,昆明,本科,5-10年,"SQL,分布式技术,微服务架构,MVC开发,Spring,SSM",云南北纬数据技术,20-99人,"通讯补贴,住房补贴,交通补助,全勤奖,包吃,员工旅游,加班补助,节日福利,零食下午茶,年终奖,餐补,定期体检,五险一金,股票期权",0,8000,13000
JAVA工程师,昆明,大专,1-3年,"Java,Spring,JavaScript,Java开发经验",软邑科技,20-99人,"五险一金,带薪年假",0,7000,9000
全栈工程师,昆明,本科,1-3年,"全栈工程师,Java,Python,JavaScript",云南朗坤数字农业公司,20-99人,"绩效奖金,员工旅游,五险一金,有无线网,餐补,全勤奖,底薪加提成,包吃,保底工资,定期体检,意外险,团建聚餐",0,6000,11000
JAVA开发工程师,昆明,本科,3-5年,"Java开发经验,Java,团队管理经验,MySQL,后端工程师",与同科技,20-99人,"五险一金,带薪年假,餐补,节日福利,零食下午茶",0,5000,10000
MES工程师,合肥,大专,5-10年,"C,C++,计算机相关专业,EAP,MES,YMS",芯投微,100-499人,"五险一金,补充医疗保险,定期体检,14薪",0,10000,15000
开发工程师,合肥,大专,1年以内,"PHP,数据库,C,C++,Java",合肥汉亭信息,0-20人,"员工旅游,交通补助",0,5000,9000
软件工程师,合肥,本科,经验不限,"C,C++,计算机相关专业",英仕博,100-499人,"有无线网,团建聚餐,意外险,节假日加班费,零食下午茶,绩效奖金,五险一金,住房补贴,生日福利,节日福利,加班补助,定期体检,餐补,法定节假日三薪,员工旅游,包吃,通讯补贴,带薪年假,交通补助,年终奖",0,6000,11000
后端开发工程师,合肥,本科,1-3年,后端开发,抖联,0-20人,"生日福利,节日福利,五险一金,年终奖,股票期权,团建聚餐",0,9000,14000
JAVA中高级开发工程师,合肥,大专,3-5年,"Java,Linux,MySQL,分布式技术,Redis,软件工程师",中广云,0-20人,"五险一金,住房补贴,带薪年假,超长年假,节日福利,免费健身房,免费停车",0,10000,15000
软件工程师,合肥,本科,经验不限,"SQL,Delphi",翰林科技,20-99人,"通讯补贴,零食下午茶,节日福利,五险一金,餐补,加班补助,底薪加提成,员工旅游",0,6000,8000
算量开发工程师,合肥,本科,3-5年,"C,C++,CAD,Revit",数智建造,100-499人,"包吃,五险一金,年终奖,通讯补贴,定期体检,补充医疗保险,节日福利,带薪年假,餐补,15薪",0,10000,15000
RPA低代码编程实习生,合肥,本科,在校/应届,".NET,Java,MySQL,Redis,MongoDB,计算机相关专业",立特科技,0-20人,"年终奖,五险一金,带薪年假,定期体检,员工旅游,全勤奖,加班补助",1,2000,3000
后端开发,合肥,本科,5-10年,Erlang开发经验,以太云,0-20人,无,0,1000,2000
DELPHI开发工程师,合肥,本科,3-5年,Delphi,卫宁健康,1000-9999人,"节日福利,通讯补贴,年终奖,五险一金,带薪年假,定期体检,电脑补贴,股票期权,交通补助,13薪",0,10000,15000
DELPHI开发工程师,合肥,本科,5-10年,".NET,Delphi,医疗,ERP,HIS,HRP",卫宁健康,1000-9999人,"五险一金,带薪年假,通讯补贴,股票期权,定期体检,加班补助,年终奖,餐补,节日福利",0,11000,22000
后端开发,合肥,学历不限,经验不限,后端开发,未必起风,0-20人,绩效奖金,0,7000,12000
嵌入式软件工程师,合肥,本科,1-3年,"C,C++,嵌入式",哈工大机器人,500-999人,"通讯补贴,定期体检,交通补助,五险一金,年终奖,员工旅游,餐补,股票期权,带薪年假,节日福利,13薪",0,12000,24000
高级开发工程师,合肥,本科,经验不限,"Java,C,C++,后端开发经验,计算机相关专业",华为,10000人以上,"节日福利,定期体检,加班补助,零食下午茶,股票期权,餐补,补充医疗保险,五险一金,年终奖,员工旅游,15薪",0,11000,22000
后端开发工程师,合肥,学历不限,3-5年,"PHP,Java,Node.js,后端开发经验,计算机相关专业",百宽信息,0-20人,"年终奖,全勤奖,底薪加提成,团建聚餐,零食下午茶,保底工资,法定节假日三薪,夜班补助,节假日加班费,加班补助,餐补,绩效奖金,五险一金,工龄奖",0,6000,11000
后端开发,合肥,学历不限,经验不限,"PHP,Laravel",合肥天算信息科技,0-20人,无,0,4000,6000
RUST工程师,合肥,本科,3-5年,"Golang,后端开发经验,wasm,geospatial,Rust",中科星图,1000-9999人,"补充医疗保险,员工旅游,定期体检,五险一金,带薪年假,住房补贴,餐补,交通补助,节日福利,年终奖",0,15000,25000
软件工程师,合肥,大专,3-5年,PLC,拓乘电子,20-99人,"绩效奖金,年终奖,夜班补助,加班补助,全勤奖,生日福利,保底工资,底薪加提成,13薪",0,6000,11000
JAVA开发工程师,合肥,本科,5-10年,"Java,Spring,Spring Boot,MyBatis,后端开发经验",中科新辰,20-99人,"带薪年假,员工旅游,定期体检,年终奖,节日福利,住房补贴,餐补,五险一金,交通补助,加班补助,周末双休",0,12000,15000
软件开发工程师,合肥,本科,经验不限,"Java,计算机相关专业,后端开发经验,前端开发经验,vue",华为,10000人以上,"加班补助,零食下午茶,定期体检,餐补,补充医疗保险,年终奖,五险一金,员工旅游,节日福利,股票期权,14薪",0,18000,35000
气化工程师-B6298E,合肥,大专,5-10年,"气体化学,特气",显耀显示,500-999人,"餐补,补充医疗保险,免费班车,五险一金,股票期权,包吃,带薪年假,节日福利,加班补助,年终奖",0,10000,15000
高级电子工程师,合肥,大专,3-5年,PCB设计,慧沃数控设备,20-99人,"全勤奖,包吃,五险,餐补,节日福利,带薪年假,年终奖",0,15000,20000
技术开发人员,合肥,大专,3-5年,"MySQL,Redis,MongoDB,MyBatis,Spring,Spring Boot",优智购,20-99人,"五险一金,带薪年假,交通补助,定期体检,股票期权,员工旅游,零食下午茶,年终奖,餐补,节日福利,通讯补贴",0,6000,10000
GO开发工程师,合肥,本科,1-3年,"fabric-go-,MongoDB,Redis,RPC",海威客,0-20人,"节日福利,餐补,带薪年假,全勤奖,13薪",0,10000,15000
高级后端开发工程师,合肥,本科,3-5年,"PHP,C,C++,Python,后端开发经验",国信通,0-20人,无,0,7000,12000
软件开发实习生,合肥,大专,经验不限,"C,C++,.NET,计算机相关专业,英语读写能力良好",上海沃杰,20-99人,"底薪加提成,保底工资,绩效奖金,全勤奖,高温补贴,节日福利,工龄奖,夜班补助,员工旅游,加班补助,团建聚餐,五险一金,有无线网,零食下午茶,生日福利,带薪年假,年终奖,法定节假日三薪",1,4000,6000
DELPHI开发工程师,合肥,学历不限,经验不限,"Socket技术,his,医疗卫生",晶奇网络,500-999人,"定期体检,带薪年假,五险一金,生日福利,免费班车,高温补贴,团建聚餐,节日福利,餐补,年终奖,工龄奖,交通补助,员工旅游,13薪",0,10000,15000
程序员,南宁,大专,经验不限,"计算机相关专业,后端开发经验,前端开发经验",广西皇牌网络科技,20-99人,五险一金,0,5000,10000
AI后端工程师,南宁,本科,3-5年,"Java,Golang,计算机相关专业,中大型项目架构设计经验",中国东信,500-999人,"定期体检,补充医疗保险,餐补,五险一金,节日福利,年终奖,交通补助,股票期权,通讯补贴,带薪年假",0,11000,18000
WEB后端开发工程师,南宁,大专,1年以内,"PHP,Python,MySQL,Redis,MongoDB,后端开发经验",莲现健康,0-20人,"全勤奖,五险一金,交通补助,加班补助,股票期权,年终奖",0,3000,6000
后端开发工程师,南宁,本科,3-5年,"Java,Python,MySQL,Redis,MongoDB",中信恒泰,1000-9999人,"定期体检,社会保险,带薪年假,意外险,年终奖,节日福利,包吃",0,7000,10000
DELPHI高级开发工程师,南宁,本科,经验不限,"Delphi,计算机相关专业,Delphi开发经验",广西正之乾科技,0-20人,无,0,15000,20000
后端工程师,南宁,大专,3-5年,"Java,SQL,PHP,HTML",普惠联合,100-499人,无,0,8000,9000
软件开发工程师,南宁,大专,经验不限,".NET,计算机相关专业,后端开发经验,前端开发经验,SPD",广西瓯文医疗科技...,500-999人,"宿舍有空调,带薪年假,生日福利,节日福利,补充医疗保险,工龄奖,加班补助,包吃,五险一金,年终奖,免费工装,免费班车,工龄奖,生日福利,员工旅游,通讯补贴,有无线网,餐补,包住,交通补助",0,4000,9000
后端开发工程师,南宁,大专,3-5年,"MySQL,Redis,MongoDB,Python,PHP,后端开发经验",信展,0-20人,"五险一金,夜班补助,零食下午茶,团建聚餐,节假日加班费,加班补助,底薪加提成,绩效奖金,有无线网,年终奖",0,8000,10000
后端,海口,学历不限,1-3年,后端开发,海南智小二,20-99人,"带薪年假,五险一金,节日福利,五险,年终奖",0,10000,15000
JAVA开发,海口,本科,1-3年,"VUE,mybatis",创荣软件,100-499人,"五险一金,年终奖,节日福利",0,7000,11000
PHP开发工程师,海口,大专,1-3年,网络开发,国扬评估,0-20人,"五险一金,底薪加提成,年终奖,绩效奖金",0,5000,8000
后端工程师,海口,大专,1-3年,"后端开发,智能合约开发",国际旅游岛商报社,100-499人,无,0,10000,15000
高级软件工程师,海口,大专,3-5年,".NET,JAVA,,SQLSERVER,,ORACLE数据库",海南纽康,20-99人,"工龄奖,带薪年假,节日福利,法定节假日三薪,全勤奖,五险一金,员工旅游,定期体检,加班补助,补充医疗保险,生日福利,保底工资,绩效奖金,年终奖,14薪",0,6000,9000
IT技术员,海口,学历不限,经验不限,"Java,企业级应用开发,计算机相关专业,后端开发",凡迪,20-99人,无,0,3000,8000
游戏开发工程师,海口,本科,3-5年,游戏开发工程师,淮易电子竞技,100-499人,"节日礼品,补充医疗保险,带薪年假,五险一金,股票期权,零食下午茶,加班补助,年终奖,员工拓展活动,定期体检,员工旅游",0,7000,10000
电子工程师,海口,本科,1年以内,电子工程师、计算机,八龙,0-20人,五险一金,0,3000,5000
高级软件工程师,海口,本科,3-5年,"Java,.NET,Spring,Spring Boot,计算机相关专业",星捷安科技,20-99人,无,0,8000,12000
后台开发工程师,海口,本科,1-3年,开发,哆啦科技(海南)...,0-20人,"五险一金,年终奖,员工旅游,节日福利,零食下午茶",0,5000,10000
JAVA初级开发工程师,海口,大专,1年以内,"技术中台,数据中台,PAAS平台,JAVA,Python",宝健康,0-20人,"全勤奖,五险一金,年终奖,补充医疗保险,员工旅游,定期体检,餐补,股票期权,住房补贴,13薪",0,6000,11000
后端开发,海口,本科,1-3年,"Javascript,Java,后端开发,JavaScript,软件工程师",岛民科技集团,20-99人,"员工旅游,五险一金,节日福利,零食下午茶,股票期权",0,11000,20000
计算机相关专业应届毕业生,海口,大专,经验不限,"C#,SQL,HTML,Java,ASP.NET,.NET MVC,Oracle",海南纽康,20-99人,"加班补助,年终奖,工龄奖,定期体检,员工旅游,绩效奖金,全勤奖,带薪年假,节日福利,五险一金,法定节假日三薪,保底工资,生日福利,补充医疗保险",0,3000,8000
低代码开发工程师,北京,本科,3-5年,"JavaScript,计算机,软件工程相关专业,英语读写能力良好",数犀,20-99人,"五险一金,餐补,带薪年假,股票期权,员工旅游,零食下午茶,13薪",0,10000,14000
中高级THREE.JS工程师-包吃住-大专_B2LZ,北京,大专,3-5年,"混合app,CSS,HTML5,JavaScript,前端开发经验",南京版石软件,100-499人,"餐补,交通补助,五险一金,全勤奖,包吃,年终奖,加班补助,股票期权,补充医疗保险,节日福利,免费班车,员工旅游,带薪年假,通讯补贴,零食下午茶",0,13000,14000
前端开发工程师,北京,本科,3-5年,"Web前端,移动web前端,后端,JavaScript",亿达信息,1000-9999人,"定期体检,补充医疗保险,带薪年假,加班补助,五险一金,节日福利",0,15000,20000
LAYA游戏开发工程师,北京,本科,3-5年,"游戏开发经验,前端开发经验,laya,Layabox",完美世界,1000-9999人,"带薪年假,交通补助,定期体检,节日福利,补充医疗保险,员工旅游,餐补,免费健身房,五险一金,年终奖,14薪",0,15000,30000
游戏前端开发,北京,本科,3-5年,"小程序,游戏前端,JavaScript,HTML5",创梦天下,20-99人,"节假日加班费,餐补,交通补助,员工旅游,生日福利,节日福利,五险一金,带薪年假,股票期权,定期体检",0,18000,25000
前端开发,北京,本科,3-5年,"JavaScript,计算机,软件工程相关专业,前端开发经验,react",博彦科技,10000人以上,"五险一金,带薪年假,定期体检,年终奖,免费班车,节日福利,13薪",0,15000,20000
IDE插件客户端开发工程师,北京,本科,3-5年,"Web前端,混合app,Vue,React,Angular,React Native",北京数据项素智能科技,20-99人,"餐补,年终奖,团建聚餐,五险一金,股票期权,零食下午茶,免费工装,节日福利,定期体检,带薪年假,14薪",0,25000,35000
高级前端开发工程师,北京,本科,5-10年,前端,融道,20-99人,"带薪年假,餐补,年终奖,五险一金",0,15000,25000
前端开发工程师,北京,本科,3-5年,"游戏前端,React Native,Node.js,JavaScript",北京艾恩游,20-99人,"全勤奖,绩效奖金,生日福利,员工旅游,有无线网,年终奖,团建聚餐,带薪年假,节日福利,加班补助,餐补,零食下午茶,五险一金",0,10000,15000
微信小程序开发,北京,本科,1-3年,"Web前端,Vue,React,Angular,小程序",江海千里,0-20人,"定期体检,节日福利,五险一金",0,10000,15000
初级H5工程师,北京,本科,1-3年,"HTML5,Cocos2d-x,layaAir,Egret",北京河豚港科技,20-99人,"餐补,员工旅游,带薪年假,节日福利,股票期权,生理假,年终奖,零食下午茶,意外险,定期体检,项目奖金,五险一金,13薪",0,8000,12000
高级前端开发工程师,北京,本科,5-10年,"Node.js,TypeScript,网络协议",融云,100-499人,"五险一金,补充医疗保险,定期体检,餐补,通讯补贴,交通补助",0,25000,35000
前端开发工程师,北京,本科,经验不限,"JavaScript,Vue,React,Angular,前端开发经验",华为,10000人以上,"定期体检,零食下午茶,员工旅游,加班补助,餐补,节日福利,年终奖,股票期权,补充医疗保险,五险一金,16薪",0,20000,40000
JAVASCRIPTVR前端开发,北京,大专,经验不限,"小程序,Web前端,JavaScript,Java,VR,XR",诺华视创,100-499人,"零食下午茶,加班补助,节日福利,带薪年假,五险一金",0,7000,12000
前端开发工程师,上海,大专,经验不限,"JavaScript,CSS,HTML5",太平洋房屋,1000-9999人,"餐补,员工旅游,全勤奖,定期体检,带薪年假,零食下午茶,五险,五险一金,免费班车,节日福利,住房补贴,加班补助,扩充人脉,年终奖,交通补助,通讯补贴",0,6000,11000
鸿蒙开发工程师,上海,大专,1-3年,"Web前端,ArkTS,ArkUI",中软国际,10000人以上,"定期体检,节日福利,员工旅游,年终奖,餐补,加班补助,零食下午茶,带薪年假,免费班车,五险一金,13薪",0,10000,15000
开发工程师,上海,本科,经验不限,前端开发经验,东软云科技,1000-9999人,"补充医疗保险,五险一金,带薪年假,定期体检,节日福利",0,17000,30000
前端开发工程师,上海,本科,1-3年,"下肢残疾,Java script,肢体残疾,Web前端,移动端",科轩会务,0-20人,"股票期权,夜班补助,节日福利,带薪年假,员工旅游,底薪加提成,加班补助,节假日加班费,宿舍有空调,保底工资,免费班车,有无线网,五险一金,年终奖,包住,工龄奖,团建聚餐,绩效奖金,全勤奖,免费工装,13薪",0,5000,7000
软件实施工程师,上海,本科,1-3年,"Web前端,JavaScript,实施,SQL",容联云通讯,1000-9999人,"定期体检,节日福利,补充医疗保险,加班补助,带薪年假,五险一金,零食下午茶,通讯补贴,交通补助,餐补,员工旅游",0,7000,9000
JAVA中级开发工程师,上海,本科,1-3年,"Java,C++,计算机,软件工程相关专业",上海奇梦乐通科技,20-99人,"加班补助,法定节假日三薪,零食下午茶,绩效奖金,带薪年假,团建聚餐,交通补助,节日福利,全勤奖,年终奖",0,15000,20000
鸿蒙研发工程师,上海,本科,3-5年,"ArkTS,鸿蒙",中电金信,10000人以上,"节日福利,定期体检,补充医疗保险,五险一金",0,15000,25000
资深前端开发工程师,上海,本科,5-10年,"Web前端,JavaScript,性能优化",SHEIN,10000人以上,"五险一金,定期体检,带薪年假,年终奖,补充医疗保险,加班补助,节日福利,零食下午茶,14薪",0,28000,45000
JAVA开发工程师,上海,本科,在校/应届,"Java,计算机,软件工程相关专业",格尔软件,500-999人,"定期体检,年终奖,带薪年假,节日福利,五险一金",0,10000,15000
鸿蒙开发工程师,上海,本科,3-5年,JavaScript,帆书,500-999人,"年终奖,五险一金,绩效奖金,补充医疗保险,技能培训,节日福利,带薪年假,定期体检,15薪",0,20000,40000
前端开发工程师,上海,本科,5-10年,"HTML5,JavaScript,CSS",浙江万有码力网络科技,100-499人,"补充医疗保险,全勤奖,节日福利,高温补贴,生日福利,五险一金,带薪年假,通讯补贴,夜班补助,交通补助,绩效奖金,零食下午茶,加班补助,年终奖,16薪",0,25000,35000
JAVASCRIPT开发工程师,上海,大专,5-10年,"Web前端,小程序,JavaScript,HTML5,CSS",探谋网络,20-99人,"带薪年假,五险一金,年终奖,零食下午茶,13薪",0,18000,30000
前端研发高级工程师-风控方向,上海,本科,3-5年,"CSS,Web前端,JavaScript,HTML5,互联网经验",小红书,1000-9999人,"五险一金,包吃,年终奖,加班补助,带薪年假,餐补,定期体检,15薪",0,20000,40000
HARMONYOS开发工程师,上海,本科,3-5年,"计算机,软件工程相关专业,混合app开发经验",上海复深蓝软件股份,1000-9999人,"餐补,五险一金,加班补助,带薪年假,员工旅游,年终奖,定期体检",0,21000,30000
前端研发工程师-商家与服务商平台,上海,本科,3-5年,"JavaScript,CSS",北京有竹居网络,10000人以上,"带薪年假,包吃,年终奖,交通补助,五险一金,股票期权,住房补贴,免费班车,节日福利,补充医疗保险,餐补,零食下午茶,加班补助,定期体检,通讯补贴,15薪",0,30000,60000
手机游戏客户端开发COCOSCREATOR,天津,大专,1-3年,"TypeScript,混合app开发经验,游戏开发经验,游戏引擎",雅讯时空,20-99人,"绩效奖金,定期体检,带薪年假,年终奖,加班补助,五险一金,团建聚餐",0,6000,11000
SCRATCH图形化编程二次开发工程师,天津,本科,5-10年,"Node.js,Vue,React,Angular,JavaScript",天津全通教育,1000-9999人,"交通补助,员工旅游,团建聚餐,生日福利,定期体检,绩效奖金,五险一金,保底工资,股票期权,有无线网,年终奖,节日福利,底薪加提成",0,10000,15000
前端工程师,重庆,本科,3-5年,"JavaScript,Vue,React,Angular",合数云,20-99人,"无,13薪",0,6000,10000
JAVA开发工程师,哈尔滨,大专,3-5年,"JavaScript,Java,计算机,软件工程相关专业",国诚科技,20-99人,年终奖,0,5000,8000
JAVASCRIPT,哈尔滨,本科,3-5年,"JavaScript,计算机,软件工程相关专业,前端开发经验",哈尔滨创权,0-20人,"保底工资,年终奖,绩效奖金,包吃,团建聚餐",0,4000,9000
THREE.JS开发工程师,哈尔滨,本科,1-3年,"Web前端,JavaScript",东朗,0-20人,"五险一金,定期体检,加班补助,年终奖,带薪年假,员工旅游",0,6000,7000
EASYCLICKAUTOJS脚本制作兼职,哈尔滨,本科,1-3年,easyclick autojs,海革长青,0-20人,无,0,6000,11000
JAVASCRIPT,哈尔滨,大专,3-5年,"HTML5,Android,JQuery,Vue,Flash,MySQL",盛世安喜,0-20人,无,0,8000,9000
JAVASCRIPT,哈尔滨,学历不限,经验不限,"游戏开发,移动开发,后端开发",微游网络科技,0-20人,无,0,4000,5000
JAVA软件工程师(,哈尔滨,学历不限,1-3年,"JavaScript,HTML,Java,后端开发,前端开发,Web端",新展信科技,20-99人,无,0,5000,10000
游戏脚本开发工程师,哈尔滨,大专,经验不限,"JavaScript,前端开发经验,游戏开发经验",哈尔滨创权,0-20人,"保底工资,团建聚餐,绩效奖金,年终奖,包吃",0,4000,9000
JS程序开发,长春,本科,1-3年,"JavaScript,计算机,软件工程相关专业,游戏开发经验",安琦亚诺创意,20-99人,"带薪年假,免费班车,五险一金,节日福利",0,10000,15000
JAVA,长春,本科,1-3年,"后端,JavaScript,Java,混合app开发经验",吉林省句龙农机,0-20人,带薪年假,0,5000,6000
JAVASCRIPT,长春,本科,1年以内,"Javascript,HTML5,Web前端",长春菜鸟,0-20人,无,0,3000,6000
软件工程师,长春,本科,1-3年,"Java,后端开发,解决方案",吉网传媒,100-499人,无,0,3000,4000
JAVA开发工程师,沈阳,大专,3-5年,"JavaScript,CSS",冠珹餐饮,100-499人,"法定节假日三薪,五险,节日福利,带薪年假,零食下午茶,加班补助,全勤奖,节假日加班费,年终奖,补充医疗保险",0,7000,10000
